capteur_1_t1,capteur_2_t1,capteur_3_t1,capteur_4_t1,capteur_5_t1,capteur_6_t1,classe
462,0,594,0,0,368,Standard
448,0,612,46,0,400,Standard
445,0,639,0,0,403,Standard
450,0,593,0,0,432,Standard
469,0,528,0,0,449,Standard
483,0,507,0,0,464,Standard
478,0,474,0,0,464,Standard
487,0,464,0,0,462,Standard
489,0,462,0,0,464,Standard
482,0,451,0,0,477,Standard
485,0,449,0,0,498,Standard
492,0,453,0,0,511,Standard
485,0,453,0,0,528,Standard
476,0,448,0,0,543,Standard
479,0,441,0,0,555,Standard
483,0,417,0,0,557,Standard
484,0,421,0,0,560,Standard
480,0,429,0,0,562,Standard
480,0,433,0,0,567,Standard
476,0,433,0,0,548,Standard
476,0,435,0,0,523,Standard
474,3,426,0,0,524,Standard
476,12,432,0,0,500,Standard
476,22,432,0,0,507,Standard
479,16,438,0,0,477,Standard
478,67,429,0,0,447,Standard
478,107,414,0,0,422,Standard
477,133,405,0,0,411,Standard
482,142,400,0,0,400,Standard
484,146,401,0,0,390,Standard
483,150,405,0,0,386,Standard
487,153,417,0,0,383,Standard
478,156,424,0,0,379,Standard
481,138,443,0,0,385,Standard
480,108,461,0,0,398,Standard
490,7,488,0,0,401,Standard
495,0,499,0,0,398,Standard
496,0,498,0,0,384,Standard
486,58,493,0,0,366,Standard
482,89,485,0,0,368,Standard
496,20,495,0,0,385,Standard
511,0,528,2,0,388,Standard
487,0,527,0,0,405,Standard
471,67,506,0,0,415,Standard
464,81,508,0,0,420,Standard
464,80,507,0,0,400,Standard
477,81,466,0,0,397,Standard
496,41,457,0,0,401,Standard
511,46,439,0,0,405,Standard
508,77,435,0,0,399,Standard
507,75,437,0,0,414,Standard
525,46,446,0,0,417,Standard
528,54,442,0,0,446,Standard
524,22,438,0,0,463,Standard
511,12,433,0,0,485,Standard
507,19,431,0,0,496,Standard
505,53,408,0,0,503,Standard
502,61,384,0,0,509,Standard
495,75,381,0,0,527,Standard
491,90,368,0,0,529,Standard
496,64,382,0,0,536,Standard
477,84,379,0,0,566,Standard
487,67,375,0,0,567,Standard
494,70,375,0,0,570,Standard
496,47,371,0,0,576,Standard
496,69,366,0,0,570,Standard
502,77,331,0,0,561,Standard
523,99,301,0,0,503,Standard
524,146,279,0,0,464,Standard
511,183,272,0,0,432,Standard
511,206,272,0,0,403,Standard
525,239,271,0,0,391,Standard
523,240,285,0,0,371,Standard
524,242,289,0,0,361,Standard
511,238,310,0,0,343,Standard
511,231,315,0,0,335,Standard
523,235,322,0,0,338,Standard
526,225,336,0,0,347,Standard
511,185,358,0,0,358,Standard
529,38,403,0,0,384,Standard
528,0,433,14,0,394,Standard
511,0,464,8,0,407,Standard
496,0,465,0,0,436,Standard
481,45,454,0,0,460,Standard
478,27,464,0,0,462,Standard
466,69,445,0,0,464,Standard
467,93,432,0,0,467,Standard
469,111,404,0,0,475,Standard
477,122,388,0,0,496,Standard
496,55,384,0,0,527,Standard
496,64,357,0,0,495,Standard
496,102,338,0,0,479,Standard
496,162,323,0,0,483,Standard
496,143,329,0,0,487,Standard
495,152,320,0,0,498,Standard
494,138,326,0,0,511,Standard
492,129,335,0,0,510,Standard
496,130,330,0,0,491,Standard
491,162,323,0,0,462,Standard
499,128,312,0,0,437,Standard
502,223,289,0,0,417,Standard
509,243,274,0,0,406,Standard
510,252,272,0,0,400,Standard
504,256,267,0,0,369,Standard
526,282,269,0,0,341,Standard
528,297,272,0,0,330,Standard
535,294,276,0,0,317,Standard
542,287,283,0,0,311,Standard
540,288,293,0,0,314,Standard
537,266,300,0,0,311,Standard
535,256,314,0,0,308,Standard
529,240,321,0,0,315,Standard
530,215,342,0,0,327,Standard
526,171,368,0,0,349,Standard
533,0,425,16,0,366,Standard
523,0,453,0,0,372,Standard
511,0,467,0,0,396,Standard
496,8,466,0,0,384,Standard
489,86,448,0,0,400,Standard
493,87,433,0,0,407,Standard
493,112,401,0,0,443,Standard
486,102,394,0,0,452,Standard
491,116,375,0,0,466,Standard
502,60,368,0,0,498,Standard
511,81,355,0,0,496,Standard
505,80,338,0,0,510,Standard
507,78,338,0,0,496,Standard
496,112,336,0,0,496,Standard
496,113,336,0,0,499,Standard
494,133,332,0,0,496,Standard
490,142,335,0,0,529,Standard
495,98,336,0,0,543,Standard
506,112,335,0,0,521,Standard
499,122,313,0,0,479,Standard
499,143,292,0,0,448,Standard
507,219,271,0,0,420,Standard
500,246,268,0,0,403,Standard
508,261,271,0,0,400,Standard
504,263,285,0,0,386,Standard
502,266,294,0,0,385,Standard
510,231,320,0,0,363,Standard
504,222,343,0,0,347,Standard
509,217,357,0,0,349,Standard
510,208,370,0,0,345,Standard
511,187,392,0,0,365,Standard
526,64,437,0,0,385,Standard
527,0,464,0,0,392,Standard
528,0,479,0,0,413,Standard
509,0,482,0,0,431,Standard
492,39,467,0,0,440,Standard
479,74,463,0,0,448,Standard
473,96,443,0,0,454,Standard
469,112,432,0,0,465,Standard
474,128,396,0,0,485,Standard
475,137,371,0,0,493,Standard
479,142,361,0,0,499,Standard
481,129,351,0,0,507,Standard
481,98,358,0,0,526,Standard
496,66,355,0,0,511,Standard
496,78,342,0,0,509,Standard
496,82,336,0,0,503,Standard
496,99,336,0,0,511,Standard
490,123,334,0,0,523,Standard
490,162,320,0,0,511,Standard
491,116,324,0,0,530,Standard
501,105,310,0,0,495,Standard
505,142,288,0,0,435,Standard
497,218,270,0,0,415,Standard
497,240,272,0,0,400,Standard
501,246,289,0,0,382,Standard
502,251,303,0,0,379,Standard
506,238,304,0,0,371,Standard
510,228,317,0,0,363,Standard
509,229,334,0,0,354,Standard
511,214,361,0,0,348,Standard
503,197,377,0,0,345,Standard
506,144,412,0,0,368,Standard
523,0,456,0,0,391,Standard
519,0,492,0,0,400,Standard
498,45,473,0,0,405,Standard
496,31,467,0,0,409,Standard
487,102,416,0,0,427,Standard
498,59,431,0,0,447,Standard
496,52,421,0,0,450,Standard
494,84,397,0,0,466,Standard
494,107,382,0,0,501,Standard
477,119,368,0,0,511,Standard
485,94,350,0,0,529,Standard
485,101,354,0,0,533,Standard
499,71,354,0,0,539,Standard
480,104,340,0,0,511,Standard
483,147,336,0,0,491,Standard
487,161,336,0,0,497,Standard
482,156,328,0,0,509,Standard
484,158,318,0,0,511,Standard
492,140,308,0,0,495,Standard
507,144,296,0,0,437,Standard
494,240,276,0,0,415,Standard
494,257,287,0,0,400,Standard
496,260,299,0,0,384,Standard
498,253,304,0,0,363,Standard
501,250,314,0,0,352,Standard
505,239,327,0,0,356,Standard
507,211,352,0,0,365,Standard
511,37,415,0,0,400,Standard
525,0,441,0,0,413,Standard
493,16,464,0,0,436,Standard
480,34,445,0,0,435,Standard
494,51,422,0,0,442,Standard
496,69,394,0,0,442,Standard
494,82,386,0,0,460,Standard
489,112,381,0,0,491,Standard
483,117,371,0,0,489,Standard
471,131,363,0,0,523,Standard
471,143,349,0,0,535,Standard
478,129,351,0,0,546,Standard
487,72,343,0,0,549,Standard
494,83,352,0,0,549,Standard
488,73,355,0,0,545,Standard
482,113,349,0,0,554,Standard
484,98,347,0,0,548,Standard
483,116,338,0,0,547,Standard
487,112,322,0,0,539,Standard
497,114,304,0,0,475,Standard
496,229,263,0,0,422,Standard
496,256,270,0,0,401,Standard
497,272,270,0,0,387,Standard
502,271,272,0,0,384,Standard
497,259,293,0,0,374,Standard
500,258,304,0,0,358,Standard
502,240,331,0,0,353,Standard
503,224,348,0,0,366,Standard
511,65,404,0,0,401,Standard
532,0,431,0,0,400,Standard
495,34,439,0,0,436,Standard
487,52,432,0,0,427,Standard
487,78,414,0,0,410,Standard
495,109,385,0,0,427,Standard
499,99,391,0,0,432,Standard
496,127,367,0,0,464,Standard
477,145,357,0,0,496,Standard
473,176,336,0,0,510,Standard
471,174,334,0,0,511,Standard
479,131,342,0,0,533,Standard
485,96,353,0,0,537,Standard
489,112,351,0,0,531,Standard
490,114,346,0,0,526,Standard
497,95,322,0,0,522,Standard
496,147,305,0,0,494,Standard
493,188,289,0,0,456,Standard
490,240,288,0,0,425,Standard
495,251,297,0,0,400,Standard
496,249,307,0,0,383,Standard
497,256,315,0,0,354,Standard
503,242,325,0,0,350,Standard
507,234,337,0,0,357,Standard
503,189,371,0,0,364,Standard
510,11,449,0,0,399,Standard
516,0,467,0,0,393,Standard
497,4,467,0,0,407,Standard
496,48,433,0,0,400,Standard
496,106,402,0,0,403,Standard
497,130,384,0,0,423,Standard
507,130,387,0,0,453,Standard
507,28,390,0,0,484,Standard
477,132,362,0,0,501,Standard
467,167,350,0,0,509,Standard
464,176,349,0,0,520,Standard
464,144,354,0,0,545,Standard
483,80,363,0,0,543,Standard
487,86,347,0,0,497,Standard
494,130,336,0,0,494,Standard
478,176,323,0,0,491,Standard
485,207,305,0,0,483,Standard
483,202,290,0,0,471,Standard
494,222,280,0,0,448,Poignard
490,249,286,0,0,418,Poignard
495,247,302,0,0,401,Poignard
496,214,317,0,0,390,Poignard
496,235,320,0,0,371,Poignard
497,229,339,0,0,353,Poignard
496,222,346,0,0,352,Poignard
498,208,370,0,0,359,Poignard
496,158,399,0,0,375,Poignard
496,146,404,0,0,384,Poignard
496,150,400,0,0,379,Poignard
496,187,381,0,0,370,Poignard
496,197,374,0,0,371,Poignard
499,158,400,0,0,402,Poignard
531,0,426,0,0,400,Poignard
536,3,422,0,0,397,Poignard
506,161,400,0,0,386,Poignard
490,195,394,0,0,419,Poignard
485,202,385,0,0,432,Poignard
485,208,368,0,0,449,Poignard
496,133,378,0,0,472,Poignard
511,96,384,0,0,476,Poignard
528,80,386,0,0,464,Poignard
528,112,400,0,0,437,Poignard
528,80,415,0,0,445,Poignard
531,112,400,0,0,442,Poignard
544,101,399,0,0,443,Poignard
553,86,374,0,0,446,Poignard
554,92,367,0,0,449,Poignard
558,59,351,0,0,450,Poignard
559,70,349,0,0,458,Poignard
551,80,359,0,0,448,Poignard
540,87,375,0,0,455,Poignard
537,50,400,0,0,452,Poignard
541,50,412,0,0,451,Poignard
539,66,407,0,0,437,Poignard
527,64,416,0,0,448,Poignard
511,39,435,0,0,461,Poignard
499,0,488,0,0,510,Poignard
479,0,481,0,0,466,Poignard
496,10,462,0,0,463,Poignard
496,13,484,0,0,448,Poignard
496,15,498,0,0,430,Poignard
497,20,511,0,0,447,Poignard
487,11,528,0,0,448,Poignard
489,22,483,0,0,406,Poignard
502,77,455,0,0,398,Poignard
521,111,432,0,0,401,Poignard
510,78,462,0,0,405,Poignard
521,73,466,0,0,400,Poignard
529,98,433,0,0,407,Poignard
511,64,474,0,0,432,Poignard
495,16,464,0,0,431,Poignard
531,112,316,0,0,369,Poignard
556,144,279,0,0,367,Poignard
579,113,270,0,0,368,Poignard
581,113,273,0,0,384,Poignard
557,145,294,0,0,365,Poignard
560,167,312,0,0,288,Poignard
576,187,320,0,0,194,Poignard
603,207,347,0,0,61,Poignard
640,226,385,0,0,0,Poignard
656,222,391,0,0,0,Poignard
640,186,384,0,0,30,Poignard
625,194,338,0,0,15,Poignard
663,74,335,0,0,35,Poignard
685,82,321,0,0,47,Poignard
661,128,315,0,0,45,Poignard
635,154,320,0,0,48,Poignard
640,91,320,0,0,45,Poignard
626,198,306,0,0,33,Poignard
630,149,326,0,0,48,Poignard
626,217,311,0,0,61,Poignard
618,260,288,0,0,64,Poignard
610,275,282,0,0,55,Poignard
621,285,274,0,0,61,Poignard
622,190,284,0,0,75,Poignard
646,80,284,0,0,67,Poignard
658,0,291,0,0,57,Poignard
658,27,285,4,0,67,Poignard
653,29,277,0,0,67,Poignard
653,45,278,0,0,67,Poignard
653,41,292,0,0,65,Poignard
650,49,290,0,0,69,Poignard
645,50,290,0,0,76,Poignard
643,54,292,0,0,84,Poignard
640,71,295,0,0,80,Poignard
641,66,298,0,0,82,Poignard
640,56,302,0,0,94,Poignard
647,32,303,0,0,83,Poignard
637,147,272,0,0,23,Poignard
626,208,250,0,0,0,Poignard
631,222,238,0,0,8,Poignard
624,206,242,0,0,23,Poignard
624,219,251,0,0,18,Poignard
619,221,251,0,0,24,Poignard
624,224,256,0,0,19,Poignard
622,223,251,0,0,19,Poignard
624,224,247,0,0,20,Poignard
620,228,251,0,0,17,Poignard
619,234,254,0,0,16,Poignard
613,225,261,0,0,20,Poignard
619,231,259,0,0,26,Poignard
618,235,253,0,0,25,Poignard
618,235,253,0,0,26,Poignard
623,237,254,0,0,29,Poignard
621,243,253,0,0,37,Poignard
621,240,256,0,0,32,Poignard
621,245,257,0,0,37,Poignard
616,246,256,0,0,37,Poignard
621,242,253,0,0,38,Poignard
619,242,255,0,0,42,Poignard
623,241,257,0,0,39,Poignard
619,236,263,0,0,37,Poignard
615,239,268,0,0,29,Poignard
619,228,267,0,0,47,Poignard
611,229,266,0,0,48,Poignard
615,229,272,0,0,48,Poignard
619,232,269,0,0,51,Poignard
623,240,259,0,0,20,Poignard
624,242,253,0,0,16,Poignard
625,243,250,0,0,24,Poignard
626,241,253,0,0,26,Poignard
621,256,255,0,0,29,Poignard
621,259,256,0,0,30,Poignard
623,252,257,0,0,35,Poignard
623,229,258,0,0,26,Poignard
630,202,269,0,0,22,Poignard
634,224,272,0,0,26,Poignard
623,247,270,0,0,29,Poignard
622,279,258,0,0,21,Poignard
619,287,249,0,0,7,Poignard
618,301,240,0,0,0,Poignard
625,300,240,0,0,0,Poignard
634,294,240,0,0,0,Poignard
640,277,242,0,0,0,Poignard
643,283,252,0,0,0,Poignard
640,304,249,0,0,0,Poignard
635,307,246,0,0,0,Poignard
635,320,246,0,0,0,Poignard
640,317,241,0,0,0,Poignard
633,314,240,0,0,0,Poignard
636,322,219,0,0,0,Poignard
641,329,210,0,0,0,Poignard
640,334,213,0,0,0,Poignard
656,268,221,0,0,0,Poignard
688,159,237,6,0,0,Poignard
688,112,237,13,0,0,Poignard
689,97,243,15,0,0,Poignard
718,0,259,22,0,0,Poignard
718,0,253,23,0,0,Poignard
720,0,251,17,0,0,Poignard
716,24,261,16,0,0,Poignard
717,21,261,2,0,0,Poignard
710,15,263,0,0,0,Poignard
701,35,267,0,0,0,Poignard
701,30,271,0,0,0,Poignard
702,15,275,0,0,0,Poignard
682,158,263,0,0,0,Poignard
651,133,273,0,0,3,Poignard
679,70,281,0,0,14,Poignard
659,163,269,0,0,21,Poignard
639,203,260,0,0,55,Poignard
633,258,243,0,0,62,Poignard
626,301,243,0,0,52,Poignard
624,343,240,0,0,50,Poignard
614,362,238,0,0,17,Poignard
613,381,238,0,0,34,Poignard
614,363,239,0,0,64,Poignard
618,354,237,0,0,11,Poignard
624,375,240,0,0,0,Poignard
624,386,235,0,0,0,Poignard
624,398,239,0,0,0,Poignard
624,400,225,0,0,0,Poignard
640,415,193,0,0,0,Poignard
642,417,187,0,0,0,Poignard
651,384,182,0,0,0,Poignard
656,317,194,17,0,0,Poignard
709,38,238,26,0,0,Poignard
727,0,245,33,0,0,Poignard
724,13,248,37,0,0,Poignard
714,135,233,38,0,0,Poignard
690,186,222,44,0,0,Poignard
714,158,217,47,0,0,Poignard
698,126,241,47,0,0,Poignard
704,19,253,43,0,0,Poignard
701,35,260,25,0,0,Poignard
695,48,246,11,0,0,Poignard
687,0,267,0,0,0,Poignard
656,146,249,0,0,0,Poignard
643,132,263,0,0,0,Poignard
667,186,256,0,0,0,Poignard
640,260,239,0,0,0,Poignard
655,179,251,0,0,16,Poignard
663,109,254,0,0,21,Poignard
666,95,256,0,0,37,Poignard
659,111,262,0,0,82,Poignard
650,122,260,0,0,0,Poignard
667,128,258,0,0,0,Poignard
661,112,260,0,0,3,Poignard
677,97,270,0,0,0,Poignard
642,234,247,0,0,37,Poignard
625,258,255,0,0,51,Poignard
671,0,289,0,0,71,Poignard
673,118,248,0,0,0,Poignard
626,349,231,0,0,0,Poignard
624,367,234,0,0,0,Poignard
626,362,238,0,0,0,Poignard
629,304,246,0,0,0,Poignard
641,278,244,0,0,0,Poignard
641,322,235,0,0,0,Poignard
653,306,214,0,0,0,Poignard
691,58,239,17,0,0,Poignard
704,64,223,32,0,0,Poignard
705,53,221,35,0,0,Poignard
727,0,235,35,0,0,Poignard
735,0,227,45,0,0,Poignard
736,0,224,31,0,0,Poignard
729,128,215,0,0,0,Poignard
666,267,217,0,0,0,Poignard
657,285,215,0,0,0,Poignard
649,273,218,0,0,0,Poignard
655,286,206,0,0,0,Poignard
651,294,191,0,0,0,Poignard
673,231,183,0,0,0,Poignard
693,180,202,0,0,0,Poignard
721,83,206,0,0,0,Poignard
716,77,208,0,0,0,Poignard
745,44,217,16,0,0,Poignard
707,217,194,38,0,0,Poignard
688,273,186,29,0,0,Poignard
660,351,176,15,0,0,Poignard
657,369,187,10,0,0,Poignard
656,358,196,10,0,0,Poignard
656,346,190,3,0,0,Poignard
656,373,192,0,0,0,Poignard
656,362,201,0,0,0,Poignard
642,367,203,0,0,0,Poignard
647,358,204,0,0,0,Poignard
643,358,207,0,0,0,Poignard
651,351,208,0,0,0,Poignard
650,345,206,0,0,0,Poignard
649,334,214,0,0,0,Poignard
660,317,214,0,0,0,Poignard
704,80,263,0,0,0,Poignard
715,88,265,0,0,0,Poignard
720,92,258,0,0,0,Poignard
718,106,266,0,0,0,Poignard
711,19,261,0,0,0,Poignard
699,64,257,0,0,29,Poignard
688,91,261,0,0,11,Poignard
683,89,256,0,0,41,Poignard
665,90,256,0,0,116,Poignard
658,83,257,0,0,192,Poignard
652,55,265,0,0,208,Poignard
662,50,274,0,0,188,Poignard
663,36,282,0,0,220,Poignard
657,48,279,0,0,240,Poignard
653,35,280,0,0,271,Poignard
643,24,281,0,0,289,Poignard
641,31,284,0,0,289,Poignard
639,48,275,0,0,290,Poignard
633,41,275,0,0,301,Poignard
635,48,274,0,0,299,Poignard
635,54,275,0,0,279,Poignard
637,64,281,0,0,265,Poignard
640,76,292,0,0,250,Poignard
647,61,298,0,0,65,Poignard
699,49,304,0,0,0,Poignard
698,63,304,0,0,0,Poignard
685,116,289,0,0,0,Poignard
689,102,289,0,0,0,Poignard
691,115,288,0,0,0,Poignard
660,273,265,0,0,0,Poignard
639,373,250,0,0,0,Poignard
632,375,249,0,0,16,Poignard
642,394,252,0,0,123,Poignard
624,384,251,0,0,130,Poignard
625,385,250,0,0,96,Poignard
624,378,241,0,0,128,Poignard
631,388,244,0,0,111,Poignard
630,397,247,0,0,69,Poignard
635,398,243,0,0,101,Poignard
629,399,242,0,0,86,Poignard
628,395,245,0,0,100,Poignard
625,402,251,0,0,148,Poignard
618,399,249,0,0,122,Poignard
622,400,251,0,0,115,Poignard
621,388,253,0,0,144,Poignard
618,357,254,0,0,162,Poignard
619,332,264,0,0,176,Poignard
623,267,273,0,0,206,Poignard
621,240,274,0,0,243,Poignard
609,249,272,0,0,257,Poignard
611,211,287,0,0,286,Poignard
641,55,299,0,0,267,Poignard
653,48,311,0,0,263,Poignard
641,0,325,0,0,272,Poignard
669,0,329,0,0,283,Poignard
658,0,320,0,0,275,Poignard
659,0,320,0,0,254,Poignard
656,58,307,0,0,226,Poignard
660,1,325,0,0,186,Poignard
672,38,315,0,0,128,Poignard
648,226,305,0,0,111,Poignard
624,211,297,0,0,2,Poignard
624,262,300,0,0,20,Poignard
624,279,304,0,0,0,Poignard
623,275,306,1,0,5,Poignard
617,291,304,15,0,0,Poignard
610,293,305,0,0,0,Poignard
621,273,308,16,0,0,Poignard
614,266,304,0,0,2,Poignard
625,272,306,0,0,2,Poignard
630,224,325,0,0,0,Poignard
656,217,314,0,0,1,Poignard
648,183,298,0,0,19,Poignard
647,160,312,0,0,25,Poignard
667,155,315,0,0,20,Poignard
675,115,304,0,0,15,Poignard
674,112,320,0,0,40,Poignard
672,120,320,0,0,49,Poignard
663,198,304,0,0,81,Poignard
656,167,310,0,0,54,Poignard
661,146,320,0,0,96,Poignard
663,114,320,0,0,83,Poignard
669,99,327,0,0,146,Poignard
656,75,323,0,0,159,Poignard
656,64,336,0,0,192,Poignard
651,48,326,0,0,205,Poignard
646,38,322,0,0,232,Poignard
632,37,325,0,0,201,Poignard
635,47,321,0,0,218,Poignard
637,54,323,0,0,208,Poignard
628,79,316,0,0,213,Poignard
625,138,296,0,0,213,Poignard
607,221,289,0,0,223,Poignard
594,284,271,0,0,222,Poignard
592,317,265,0,0,203,Poignard
592,337,264,0,0,174,Poignard
591,346,260,0,0,180,Poignard
588,341,257,0,0,184,Poignard
591,337,262,0,0,187,Poignard
592,327,262,0,0,178,Poignard
596,325,267,0,0,192,Poignard
589,322,263,0,0,203,Poignard
587,325,263,0,0,213,Poignard
587,335,261,0,0,223,Poignard
587,336,257,0,0,219,Poignard
586,343,260,0,0,227,Poignard
587,337,268,0,0,165,Poignard
597,348,273,0,0,176,Poignard
599,359,273,0,0,0,Poignard
627,371,282,0,0,19,Poignard
622,371,282,0,0,0,Poignard
625,368,285,0,0,0,Poignard
624,340,289,0,0,0,Poignard
633,311,292,0,0,0,Poignard
642,241,287,0,0,0,Poignard
664,104,315,15,0,3,Poignard
710,55,315,16,0,0,Poignard
665,243,290,6,0,0,Poignard
649,265,280,7,0,0,Poignard
638,284,293,16,0,0,Poignard
638,116,348,26,0,5,Poignard
698,80,337,36,0,13,Poignard
693,60,326,2,0,16,Poignard
693,80,343,0,0,14,Poignard
702,42,337,0,0,0,Poignard
649,192,322,0,0,10,Poignard
666,125,336,0,0,29,Poignard
677,141,339,0,0,74,Poignard
670,149,336,0,0,173,Poignard
641,116,307,0,0,221,Poignard
640,114,310,0,0,216,Poignard
630,78,317,0,0,186,Poignard
640,83,320,0,0,214,Poignard
635,80,316,0,0,219,Poignard
640,76,320,0,0,261,Poignard
624,72,329,0,0,43,Poignard
647,154,338,0,0,15,Poignard
641,173,327,0,0,29,Poignard
657,103,334,0,0,11,Poignard
656,239,315,0,0,0,Poignard
624,304,297,0,0,0,Poignard
641,210,308,0,0,7,Poignard
685,48,321,0,0,4,Poignard
676,32,322,16,0,3,Poignard
645,234,294,19,0,0,Poignard
629,293,303,10,0,0,Poignard
635,313,314,13,0,0,Poignard
647,231,323,16,0,0,Poignard
645,226,322,0,0,0,Poignard
661,79,342,0,0,107,Poignard
677,99,343,0,0,128,Poignard
667,162,343,0,0,144,Poignard
662,142,346,0,0,173,Poignard
658,0,339,0,0,145,Poignard
663,18,338,0,0,171,Poignard
651,54,336,0,0,174,Poignard
650,42,320,0,0,170,Poignard
642,59,323,0,0,240,Poignard
656,0,327,0,0,255,Poignard
645,0,326,0,0,254,Poignard
650,14,321,0,0,261,Poignard
641,1,324,0,0,257,Poignard
631,37,331,0,0,147,Poignard
653,51,342,0,0,161,Poignard
656,17,351,0,0,153,Poignard
656,16,355,0,0,140,Poignard
666,38,345,0,0,76,Poignard
673,64,342,0,0,0,Poignard
670,48,343,0,0,2,Poignard
674,45,336,0,0,1,Poignard
674,0,341,27,0,0,Poignard
663,155,320,3,0,0,Poignard
656,255,304,45,0,0,Poignard
649,196,305,29,0,0,Poignard
657,192,329,1,0,0,Poignard
650,162,320,1,0,0,Poignard
657,171,323,6,0,3,Poignard
671,98,352,0,0,9,Poignard
682,71,363,0,0,0,Poignard
647,92,362,0,0,3,Poignard
679,112,350,0,0,2,Poignard
683,167,362,0,0,3,Poignard
688,16,365,0,0,0,Poignard
656,151,336,0,0,0,Poignard
667,111,352,0,0,7,Poignard
631,256,330,0,0,64,Poignard
611,282,304,0,0,91,Poignard
611,282,305,0,0,144,Poignard
597,274,298,0,0,89,Poignard
610,311,305,0,0,107,Poignard
604,320,293,0,0,119,Poignard
608,341,305,0,0,134,Poignard
594,337,290,0,0,131,Poignard
603,345,290,0,0,210,Poignard
592,332,281,0,0,97,Poignard
618,349,272,0,0,96,Poignard
617,348,284,0,0,48,Poignard
612,355,281,0,0,98,Poignard
593,344,267,0,0,124,Poignard
598,338,256,0,0,84,Poignard
603,336,259,0,0,98,Poignard
601,334,258,0,0,183,Poignard
581,356,246,0,0,186,Poignard
576,381,253,0,0,246,Poignard
560,350,235,0,0,336,Poignard
556,280,241,0,0,369,Poignard
573,184,257,0,0,402,Poignard
565,211,256,0,0,404,Poignard
562,203,251,0,0,422,Poignard
563,208,245,0,0,427,Poignard
552,235,240,0,0,310,Poignard
559,311,232,0,0,328,Poignard
546,356,233,0,0,299,Poignard
555,361,246,0,0,313,Poignard
568,364,241,0,0,267,Poignard
582,338,239,0,0,254,Poignard
576,332,231,0,0,252,Poignard
578,340,229,0,0,208,Poignard
601,331,238,0,0,178,Poignard
620,295,244,0,0,198,Poignard
624,246,254,0,0,206,Poignard
626,133,278,0,0,252,Poignard
639,58,285,0,0,264,Poignard
635,71,282,0,0,277,Poignard
625,113,278,0,0,273,Poignard
619,144,279,0,0,291,Poignard
624,80,294,0,0,299,Poignard
626,49,309,0,0,298,Poignard
629,0,323,0,0,309,Poignard
640,0,327,0,0,266,Poignard
651,63,319,0,0,185,Poignard
624,224,311,0,0,98,Poignard
620,267,309,0,0,67,Poignard
613,274,310,0,0,48,Poignard
615,310,310,0,0,119,Poignard
599,307,313,0,0,0,Poignard
623,315,319,0,0,34,Poignard
604,301,325,0,0,81,Poignard
605,269,327,0,0,126,Poignard
601,263,323,0,0,144,Poignard
597,247,330,0,0,149,Poignard
629,123,358,0,0,173,Poignard
650,94,360,0,0,199,Poignard
645,133,370,0,0,210,Poignard
647,0,359,0,0,250,Poignard
624,44,341,0,0,262,Poignard
623,177,325,0,0,263,Poignard
595,241,300,0,0,267,Poignard
592,251,287,0,0,258,Poignard
590,299,282,0,0,229,Poignard
591,303,281,0,0,258,Poignard
583,304,272,0,0,178,Poignard
593,331,263,0,0,272,Poignard
586,330,263,0,0,240,Poignard
586,337,262,0,0,276,Poignard
579,335,261,0,0,277,Poignard
578,358,255,0,0,296,Poignard
574,302,246,0,0,334,Poignard
570,263,253,0,0,368,Poignard
570,223,256,0,0,411,Poignard
574,203,247,0,0,423,Poignard
566,178,259,0,0,438,Poignard
565,162,272,0,0,464,Poignard
549,178,256,0,0,471,Poignard
543,171,261,0,0,471,Poignard
548,173,257,0,0,464,Poignard
546,169,266,0,0,478,Poignard
560,144,272,0,0,472,Poignard
544,187,268,0,0,442,Poignard
528,229,263,0,0,438,Poignard
530,228,269,0,0,430,Poignard
535,240,272,0,0,412,Poignard
535,255,271,0,0,416,Poignard
542,231,275,0,0,427,Poignard
576,107,308,0,0,402,Poignard
565,204,267,0,0,385,Poignard
565,255,256,0,0,339,Poignard
563,325,240,0,0,332,Poignard
560,341,240,0,0,305,Poignard
558,368,228,0,0,298,Poignard
560,380,239,0,0,272,Poignard
569,366,236,0,0,256,Poignard
577,377,240,0,0,253,Poignard
574,387,227,0,0,245,Poignard
585,367,231,0,0,175,Poignard
596,400,223,0,0,106,Poignard
605,409,237,0,0,80,Poignard
612,421,238,0,0,106,Poignard
621,366,256,0,0,144,Poignard
627,174,294,0,0,211,Poignard
652,0,325,0,0,256,Poignard
641,2,330,0,0,273,Poignard
640,0,333,0,0,287,Poignard
634,0,339,0,0,287,Poignard
624,18,336,0,0,293,Poignard
624,0,355,0,0,293,Poignard
633,0,357,0,0,301,Poignard
635,0,363,0,0,304,Poignard
625,0,363,0,0,304,Poignard
631,0,365,0,0,279,Poignard
575,192,329,0,0,260,Poignard
576,219,332,0,0,246,Poignard
576,246,317,0,0,221,Poignard
577,253,309,0,0,181,Poignard
583,266,304,30,0,65,Poignard
593,279,294,34,0,6,Poignard
606,287,285,28,0,0,Poignard
613,272,287,22,0,32,Poignard
624,255,290,18,0,0,Poignard
642,156,313,6,0,11,Poignard
671,128,308,0,0,2,Poignard
682,133,323,14,0,18,Poignard
673,58,322,13,0,20,Poignard
673,24,326,0,0,94,Poignard
684,32,337,0,0,42,Poignard
663,170,305,0,0,112,Poignard
620,279,277,0,0,160,Poignard
