capteur_1,capteur_2,classe
2955.0,3506.0,2
2964.0,3489.0,2
2965.0,3499.0,2
2985.0,3500.0,2
2989.0,3501.0,2
2988.0,3501.0,2
2991.0,3504.0,2
2990.0,3506.0,2
2994.0,3506.0,2
3000.0,3509.0,2
2998.0,3509.0,2
2988.0,3515.0,2
2994.0,3513.0,2
2982.0,3506.0,2
3003.0,3500.0,2
2980.0,3483.0,2
2991.0,3506.0,2
2980.0,3505.0,2
2968.0,3499.0,2
2970.0,3502.0,2
2951.0,3491.0,2
2947.0,3487.0,2
2943.0,3497.0,2
2938.0,3495.0,2
2917.0,3498.0,2
2910.0,3494.0,2
2914.0,3510.0,2
2902.0,3492.0,2
2901.0,3492.0,2
2881.0,3498.0,2
2902.0,3491.0,2
2890.0,3497.0,2
2887.0,3493.0,2
2834.0,3496.0,2
2865.0,3496.0,2
2863.0,3483.0,2
2865.0,3496.0,2
2875.0,3495.0,2
2863.0,3492.0,2
2873.0,3497.0,2
2854.0,3498.0,2
2844.0,3492.0,2
2848.0,3493.0,2
2843.0,3505.0,2
2864.0,3503.0,2
2854.0,3497.0,2
2861.0,3503.0,2
2851.0,3506.0,2
2864.0,3492.0,2
2852.0,3511.0,2
2852.0,3498.0,2
2841.0,3500.0,2
2849.0,3498.0,2
2839.0,3510.0,2
2834.0,3498.0,2
2833.0,3472.0,2
2851.0,3492.0,2
2824.0,3498.0,2
2820.0,3492.0,2
2813.0,3512.0,2
2799.0,3511.0,2
2754.0,3505.0,2
2790.0,3503.0,2
2790.0,3505.0,2
2785.0,3499.0,2
2785.0,3491.0,2
2789.0,3500.0,2
2789.0,3502.0,2
2766.0,3496.0,2
2752.0,3499.0,2
2735.0,3497.0,2
2732.0,3498.0,2
2724.0,3503.0,2
2742.0,3486.0,2
2749.0,3501.0,2
2782.0,3500.0,2
2787.0,3493.0,2
2790.0,3500.0,2
2794.0,3499.0,2
2794.0,3497.0,2
2808.0,3495.0,2
2832.0,3496.0,2
2834.0,3494.0,2
2852.0,3490.0,2
2868.0,3487.0,2
2873.0,3492.0,2
2877.0,3496.0,2
2852.0,3499.0,2
2899.0,3492.0,2
2901.0,3497.0,2
2889.0,3498.0,2
2906.0,3502.0,2
2908.0,3490.0,2
2918.0,3501.0,2
2914.0,3512.0,2
2911.0,3500.0,2
2903.0,3503.0,2
2904.0,3500.0,2
2903.0,3506.0,2
2907.0,3504.0,2
2929.0,3512.0,2
2911.0,3517.0,2
2909.0,3506.0,2
2900.0,3508.0,2
2892.0,3517.0,2
2903.0,3510.0,2
2900.0,3517.0,2
2898.0,3502.0,2
2903.0,3504.0,2
2907.0,3509.0,2
2888.0,3512.0,2
2893.0,3501.0,2
2931.0,3501.0,2
2921.0,3504.0,2
2930.0,3514.0,2
2917.0,3517.0,2
2905.0,3519.0,2
2917.0,3513.0,2
2954.0,3520.0,2
2964.0,3522.0,2
2969.0,3524.0,2
2950.0,3524.0,2
2981.0,3521.0,2
2967.0,3525.0,2
2965.0,3526.0,2
2973.0,3525.0,2
2942.0,3524.0,2
2965.0,3524.0,2
2970.0,3519.0,2
2965.0,3523.0,2
2924.0,3522.0,2
2953.0,3530.0,2
2951.0,3540.0,2
2943.0,3528.0,2
2964.0,3534.0,2
2939.0,3527.0,2
2928.0,3537.0,2
2924.0,3534.0,2
2903.0,3543.0,2
2914.0,3533.0,2
2916.0,3532.0,2
2946.0,3531.0,2
2980.0,3547.0,2
2957.0,3535.0,2
2978.0,3551.0,2
2952.0,3513.0,2
2936.0,3528.0,2
2951.0,3529.0,2
2950.0,3529.0,2
2966.0,3535.0,2
2979.0,3541.0,2
2962.0,3534.0,2
2970.0,3533.0,2
2979.0,3535.0,2
2964.0,3531.0,2
2962.0,3527.0,2
2972.0,3526.0,2
2967.0,3526.0,2
2966.0,3523.0,2
2948.0,3531.0,2
2937.0,3522.0,2
2913.0,3523.0,2
2900.0,3525.0,2
2915.0,3523.0,2
2913.0,3524.0,2
2947.0,3527.0,2
2954.0,3533.0,2
2989.0,3520.0,2
2960.0,3528.0,2
2977.0,3530.0,2
2992.0,3529.0,2
3001.0,3528.0,2
3006.0,3533.0,2
3011.0,3524.0,2
3006.0,3528.0,2
3031.0,3534.0,2
3025.0,3532.0,2
3028.0,3526.0,2
3026.0,3530.0,2
3029.0,3548.0,2
3033.0,3525.0,2
3021.0,3539.0,2
3038.0,3536.0,2
2993.0,3530.0,2
3015.0,3528.0,2
3037.0,3547.0,2
3028.0,3532.0,2
3046.0,3527.0,2
3041.0,3536.0,2
3052.0,3535.0,2
3061.0,3537.0,2
3054.0,3547.0,2
3056.0,3531.0,2
3049.0,3554.0,2
3049.0,3538.0,2
3054.0,3547.0,2
3051.0,3551.0,2
3048.0,3550.0,2
3057.0,3545.0,2
3080.0,3537.0,2
3064.0,3549.0,2
3065.0,3555.0,2
3044.0,3545.0,2
3037.0,3539.0,2
3034.0,3545.0,2
3022.0,3545.0,2
3018.0,3533.0,2
3031.0,3532.0,2
3019.0,3535.0,2
3026.0,3535.0,2
3006.0,3540.0,2
3009.0,3534.0,2
2999.0,3536.0,2
2995.0,3545.0,2
3009.0,3531.0,2
2989.0,3534.0,2
2996.0,3529.0,2
2997.0,3528.0,2
3000.0,3535.0,2
3017.0,3513.0,2
2989.0,3517.0,2
3018.0,3520.0,2
3002.0,3510.0,2
3003.0,3499.0,2
2985.0,3506.0,2
2965.0,3499.0,2
2942.0,3499.0,2
2899.0,3486.0,2
2873.0,3485.0,2
2799.0,3478.0,2
2778.0,3497.0,2
2762.0,3509.0,2
2745.0,3504.0,2
2813.0,3521.0,2
2795.0,3481.0,2
2811.0,3474.0,2
2805.0,3453.0,2
2847.0,3444.0,2
2831.0,3415.0,2
2825.0,3411.0,2
2839.0,3410.0,2
2821.0,3406.0,2
2820.0,3422.0,2
2822.0,3440.0,2
2837.0,3444.0,2
2835.0,3447.0,2
2837.0,3450.0,2
2839.0,3450.0,2
2841.0,3453.0,2
2853.0,3452.0,2
2856.0,3457.0,2
2852.0,3452.0,2
2853.0,3442.0,2
2848.0,3435.0,2
2847.0,3434.0,2
2840.0,3440.0,2
2836.0,3443.0,2
2834.0,3451.0,2
2831.0,3446.0,2
2841.0,3424.0,2
2839.0,3444.0,2
2838.0,3441.0,2
2821.0,3447.0,2
2809.0,3429.0,2
2812.0,3432.0,2
2824.0,3425.0,2
2798.0,3418.0,2
2780.0,3420.0,2
2767.0,3411.0,2
2766.0,3392.0,2
2752.0,3383.0,2
2770.0,3388.0,2
2714.0,3396.0,2
2728.0,3400.0,2
2714.0,3405.0,2
2635.0,3372.0,2
2586.0,3362.0,2
2463.0,3327.0,2
2326.0,3289.0,2
2217.0,3212.0,2
2127.0,3144.0,2
2085.0,3137.0,2
2080.0,3142.0,2
2113.0,3134.0,2
2115.0,3133.0,2
2162.0,3170.0,2
2179.0,3202.0,2
2188.0,3217.0,2
2227.0,3228.0,2
2208.0,3240.0,2
2224.0,3249.0,2
2212.0,3254.0,2
2249.0,3249.0,2
2258.0,3249.0,2
2312.0,3262.0,2
2341.0,3277.0,2
2404.0,3299.0,2
2401.0,3319.0,2
2434.0,3317.0,2
2472.0,3334.0,2
2488.0,3341.0,2
2485.0,3357.0,2
2492.0,3334.0,2
2475.0,3348.0,2
2457.0,3338.0,2
2490.0,3346.0,2
2515.0,3370.0,2
2571.0,3363.0,2
2608.0,3369.0,2
2638.0,3369.0,2
2654.0,3379.0,2
2674.0,3386.0,2
2695.0,3369.0,2
2697.0,3393.0,2
2670.0,3406.0,2
2691.0,3399.0,2
2702.0,3415.0,2
2690.0,3396.0,2
2659.0,3394.0,2
2676.0,3408.0,2
2740.0,3407.0,2
2706.0,3404.0,2
2751.0,3424.0,2
2719.0,3389.0,2
2728.0,3404.0,2
2736.0,3397.0,2
2717.0,3378.0,2
2753.0,3413.0,2
2749.0,3410.0,2
2758.0,3396.0,2
2794.0,3418.0,2
2794.0,3420.0,2
2798.0,3418.0,2
2822.0,3423.0,2
2836.0,3426.0,2
2830.0,3428.0,2
2833.0,3432.0,2
2859.0,3427.0,2
2838.0,3424.0,2
2857.0,3423.0,2
2861.0,3432.0,2
2843.0,3423.0,2
2870.0,3435.0,2
2885.0,3440.0,2
2875.0,3455.0,2
2879.0,3455.0,2
2908.0,3452.0,2
2844.0,3453.0,2
2832.0,3459.0,2
2805.0,3451.0,2
2836.0,3443.0,2
2843.0,3443.0,2
2850.0,3439.0,2
2848.0,3444.0,2
2855.0,3438.0,2
2850.0,3437.0,2
2863.0,3439.0,2
2872.0,3438.0,2
2891.0,3445.0,2
2934.0,3447.0,2
2945.0,3449.0,2
2977.0,3445.0,2
2980.0,3439.0,2
2987.0,3435.0,2
3000.0,3434.0,2
3023.0,3443.0,2
3009.0,3437.0,2
3018.0,3442.0,2
3035.0,3434.0,2
3043.0,3435.0,2
3050.0,3429.0,2
3046.0,3402.0,2
3044.0,3414.0,2
3050.0,3423.0,2
3050.0,3421.0,2
3060.0,3408.0,2
3072.0,3425.0,2
3094.0,3423.0,2
3114.0,3424.0,2
3118.0,3439.0,2
3111.0,3437.0,2
3119.0,3441.0,2
3111.0,3436.0,2
3123.0,3438.0,2
3136.0,3444.0,2
3150.0,3433.0,2
3167.0,3437.0,2
3182.0,3448.0,2
3181.0,3443.0,2
3203.0,3441.0,2
3197.0,3443.0,2
3196.0,3438.0,2
3215.0,3440.0,2
3229.0,3446.0,2
3218.0,3435.0,2
3236.0,3448.0,2
3246.0,3447.0,2
3245.0,3462.0,2
3256.0,3457.0,2
3240.0,3445.0,2
3254.0,3446.0,2
3260.0,3444.0,2
3265.0,3442.0,2
3276.0,3441.0,2
3271.0,3447.0,2
3292.0,3452.0,2
3269.0,3442.0,2
3292.0,3456.0,2
3276.0,3448.0,2
3308.0,3461.0,2
3273.0,3435.0,2
3279.0,3418.0,2
3293.0,3425.0,2
3286.0,3413.0,2
3310.0,3435.0,2
3316.0,3426.0,2
3319.0,3433.0,2
3327.0,3444.0,2
3329.0,3442.0,2
3329.0,3439.0,2
3338.0,3437.0,2
3333.0,3431.0,2
3336.0,3435.0,2
3339.0,3432.0,2
3349.0,3433.0,2
3352.0,3429.0,2
3361.0,3434.0,2
3360.0,3431.0,2
3363.0,3438.0,2
3371.0,3450.0,2
3369.0,3444.0,2
3365.0,3456.0,2
3372.0,3451.0,2
3384.0,3445.0,2
3372.0,3455.0,2
3375.0,3445.0,2
3381.0,3458.0,2
3372.0,3442.0,2
3374.0,3445.0,2
3367.0,3455.0,2
3377.0,3443.0,2
3360.0,3422.0,2
3349.0,3432.0,2
3339.0,3436.0,2
3337.0,3438.0,2
3337.0,3436.0,2
3341.0,3435.0,2
3342.0,3437.0,2
3349.0,3451.0,2
3362.0,3450.0,2
3357.0,3432.0,2
3383.0,3446.0,2
3385.0,3442.0,2
3375.0,3445.0,2
3379.0,3441.0,2
3385.0,3446.0,2
3410.0,3449.0,2
3400.0,3444.0,2
3406.0,3440.0,2
3401.0,3455.0,2
3389.0,3452.0,2
3405.0,3458.0,2
3416.0,3449.0,2
3402.0,3463.0,2
3391.0,3467.0,2
3375.0,3460.0,2
3393.0,3464.0,2
3398.0,3461.0,2
3390.0,3462.0,2
3387.0,3458.0,2
3377.0,3450.0,2
3386.0,3456.0,2
3378.0,3449.0,2
3364.0,3450.0,2
3359.0,3455.0,2
3350.0,3448.0,2
3339.0,3443.0,2
3337.0,3459.0,2
3353.0,3457.0,2
3332.0,3453.0,2
3341.0,3453.0,2
3352.0,3460.0,2
3360.0,3453.0,2
3356.0,3469.0,2
3355.0,3465.0,2
3366.0,3453.0,2
3360.0,3463.0,2
3366.0,3452.0,2
3368.0,3463.0,2
3381.0,3463.0,2
3378.0,3473.0,2
3383.0,3469.0,2
3387.0,3467.0,2
3382.0,3463.0,2
3380.0,3470.0,2
3379.0,3457.0,2
3382.0,3493.0,2
3363.0,3458.0,2
3346.0,3475.0,2
3341.0,3460.0,2
3326.0,3440.0,2
3367.0,3465.0,2
3342.0,3445.0,2
3360.0,3467.0,2
3383.0,3456.0,2
3371.0,3478.0,2
3362.0,3470.0,2
3367.0,3472.0,2
3362.0,3478.0,2
3375.0,3478.0,2
3383.0,3480.0,2
3373.0,3480.0,2
3393.0,3483.0,2
3385.0,3479.0,2
3401.0,3482.0,2
3405.0,3478.0,2
3395.0,3480.0,2
3401.0,3483.0,2
3404.0,3481.0,2
3403.0,3478.0,2
3395.0,3484.0,2
3386.0,3485.0,2
3379.0,3477.0,2
3379.0,3481.0,2
3370.0,3486.0,2
3381.0,3479.0,2
3372.0,3478.0,2
3366.0,3475.0,2
3372.0,3483.0,2
3365.0,3477.0,2
3374.0,3479.0,2
3390.0,3482.0,2
3369.0,3476.0,2
3350.0,3471.0,2
3353.0,3477.0,2
3335.0,3468.0,2
3321.0,3463.0,2
3339.0,3477.0,2
3335.0,3460.0,2
3334.0,3469.0,2
3326.0,3467.0,2
3336.0,3468.0,2
3318.0,3461.0,2
3318.0,3468.0,2
3329.0,3465.0,2
3327.0,3482.0,2
3333.0,3458.0,2
3324.0,3461.0,2
3330.0,3462.0,2
3336.0,3458.0,2
3335.0,3464.0,2
3338.0,3469.0,2
3339.0,3458.0,2
3331.0,3463.0,2
3332.0,3466.0,2
3327.0,3469.0,2
3317.0,3473.0,2
3328.0,3465.0,2
3333.0,3468.0,2
3319.0,3474.0,2
3312.0,3469.0,2
3323.0,3459.0,2
3316.0,3460.0,2
3305.0,3458.0,2
3311.0,3471.0,2
3327.0,3466.0,2
3315.0,3462.0,2
3311.0,3463.0,2
3320.0,3461.0,2
3302.0,3483.0,2
3320.0,3467.0,2
3314.0,3469.0,2
3322.0,3459.0,2
3323.0,3453.0,2
3315.0,3461.0,2
3322.0,3460.0,2
3321.0,3464.0,2
3336.0,3456.0,2
3311.0,3464.0,2
3315.0,3464.0,2
3313.0,3464.0,2
3327.0,3464.0,2
3323.0,3461.0,2
3314.0,3448.0,2
3309.0,3458.0,2
3333.0,3472.0,2
3317.0,3465.0,2
3319.0,3448.0,2
3326.0,3457.0,2
3366.0,3489.0,2
3344.0,3466.0,2
3341.0,3480.0,2
3336.0,3457.0,2
3337.0,3463.0,2
3325.0,3466.0,2
3333.0,3466.0,2
3341.0,3464.0,2
3343.0,3467.0,2
3341.0,3470.0,2
3333.0,3477.0,2
3331.0,3468.0,2
3328.0,3473.0,2
3311.0,3469.0,2
3317.0,3478.0,2
3305.0,3469.0,2
3316.0,3475.0,2
3308.0,3470.0,2
3316.0,3481.0,2
3302.0,3473.0,2
3302.0,3473.0,2
3298.0,3473.0,2
3301.0,3477.0,2
3301.0,3471.0,2
3296.0,3471.0,2
3302.0,3468.0,2
3309.0,3475.0,2
3325.0,3478.0,2
3311.0,3481.0,2
3300.0,3484.0,2
3307.0,3481.0,2
3313.0,3476.0,2
3319.0,3479.0,2
3320.0,3483.0,2
3324.0,3482.0,2
3308.0,3485.0,2
3326.0,3483.0,2
3321.0,3467.0,2
3321.0,3487.0,2
3326.0,3489.0,2
3332.0,3484.0,2
3319.0,3480.0,2
3321.0,3483.0,2
3325.0,3486.0,2
3332.0,3486.0,2
3335.0,3493.0,2
3332.0,3487.0,2
3326.0,3485.0,2
3322.0,3477.0,2
3299.0,3475.0,2
3314.0,3480.0,2
3312.0,3486.0,2
3312.0,3484.0,2
3315.0,3487.0,2
3308.0,3485.0,2
3311.0,3489.0,2
3306.0,3491.0,2
3297.0,3483.0,2
3287.0,3486.0,2
3284.0,3468.0,2
3286.0,3482.0,2
3280.0,3483.0,2
3295.0,3480.0,2
3306.0,3475.0,2
3314.0,3482.0,2
3308.0,3481.0,2
3314.0,3493.0,2
3346.0,3491.0,2
3325.0,3480.0,2
3314.0,3470.0,2
3317.0,3489.0,2
3327.0,3488.0,2
3318.0,3487.0,2
3321.0,3491.0,2
3309.0,3479.0,2
3309.0,3478.0,2
3330.0,3482.0,2
3328.0,3490.0,2
3317.0,3482.0,2
3326.0,3475.0,2
3316.0,3484.0,2
3313.0,3490.0,2
3307.0,3490.0,2
3299.0,3495.0,2
3315.0,3484.0,2
3335.0,3508.0,2
3331.0,3478.0,2
3341.0,3500.0,2
3318.0,3475.0,2
3330.0,3499.0,2
3318.0,3480.0,2
3291.0,3471.0,2
3299.0,3485.0,2
3326.0,3484.0,2
3308.0,3482.0,2
3302.0,3485.0,2
3315.0,3488.0,2
3298.0,3482.0,2
3286.0,3481.0,2
3305.0,3479.0,2
3295.0,3483.0,2
3305.0,3486.0,2
3302.0,3479.0,2
3291.0,3491.0,2
3290.0,3481.0,2
3285.0,3482.0,2
3284.0,3488.0,2
3293.0,3485.0,2
3290.0,3485.0,2
3300.0,3485.0,2
3303.0,3498.0,2
3306.0,3486.0,2
3300.0,3483.0,2
3304.0,3487.0,2
3286.0,3484.0,2
3298.0,3486.0,2
3323.0,3488.0,2
3312.0,3484.0,2
3320.0,3489.0,2
3329.0,3488.0,2
3326.0,3493.0,2
3316.0,3487.0,2
3312.0,3487.0,2
3326.0,3489.0,2
3313.0,3507.0,2
3315.0,3484.0,2
3303.0,3495.0,2
3307.0,3487.0,2
3309.0,3497.0,2
3320.0,3493.0,2
3334.0,3489.0,2
3319.0,3488.0,2
3331.0,3495.0,2
3323.0,3490.0,2
3313.0,3493.0,2
3307.0,3495.0,2
3306.0,3496.0,2
3307.0,3489.0,2
3299.0,3479.0,2
3301.0,3482.0,2
3288.0,3474.0,2
3287.0,3474.0,2
3289.0,3491.0,2
3293.0,3488.0,2
3307.0,3481.0,2
3325.0,3488.0,2
3333.0,3506.0,2
3349.0,3496.0,2
3355.0,3492.0,2
3346.0,3502.0,2
3358.0,3494.0,2
3363.0,3495.0,2
3348.0,3492.0,2
3354.0,3503.0,2
3370.0,3491.0,2
3358.0,3495.0,2
3360.0,3490.0,2
3352.0,3497.0,2
3340.0,3492.0,2
3369.0,3499.0,2
3343.0,3514.0,2
3353.0,3491.0,2
3337.0,3485.0,2
3345.0,3496.0,2
3311.0,3469.0,2
3327.0,3484.0,2
3312.0,3483.0,2
3318.0,3482.0,2
3321.0,3494.0,2
3320.0,3489.0,2
3315.0,3485.0,2
3313.0,3492.0,2
3305.0,3491.0,2
3309.0,3504.0,2
3344.0,3495.0,2
3344.0,3490.0,2
3344.0,3500.0,2
3336.0,3496.0,2
3356.0,3503.0,2
3337.0,3512.0,2
3365.0,3514.0,2
3345.0,3498.0,2
3334.0,3490.0,2
3354.0,3500.0,2
3348.0,3487.0,2
3352.0,3494.0,2
3359.0,3495.0,2
3357.0,3498.0,2
3358.0,3502.0,2
3366.0,3491.0,2
3356.0,3492.0,2
3355.0,3500.0,2
3352.0,3496.0,2
3348.0,3496.0,2
3349.0,3496.0,2
3346.0,3494.0,2
3357.0,3504.0,2
3354.0,3490.0,2
3343.0,3490.0,2
3364.0,3495.0,2
3362.0,3503.0,2
3374.0,3495.0,2
3362.0,3503.0,2
3370.0,3500.0,2
3375.0,3499.0,2
3379.0,3506.0,2
3366.0,3495.0,2
3359.0,3501.0,2
3356.0,3486.0,2
3358.0,3496.0,2
3351.0,3495.0,2
3355.0,3499.0,2
3365.0,3491.0,2
3357.0,3505.0,2
3366.0,3522.0,2
3377.0,3491.0,2
3369.0,3502.0,2
3361.0,3498.0,2
3360.0,3494.0,2
3353.0,3479.0,2
3365.0,3495.0,2
3357.0,3496.0,2
3355.0,3499.0,2
3367.0,3493.0,2
3357.0,3494.0,2
3361.0,3496.0,2
3361.0,3498.0,2
3357.0,3497.0,2
3356.0,3496.0,2
3365.0,3490.0,2
3365.0,3503.0,2
3369.0,3488.0,2
3369.0,3492.0,2
3373.0,3489.0,2
3376.0,3490.0,2
3375.0,3497.0,2
3362.0,3488.0,2
3363.0,3494.0,2
3356.0,3492.0,2
3360.0,3497.0,2
3360.0,3491.0,2
3364.0,3494.0,2
3365.0,3495.0,2
3354.0,3495.0,2
3361.0,3495.0,2
3382.0,3507.0,2
3378.0,3494.0,2
3366.0,3484.0,2
3378.0,3488.0,2
3379.0,3501.0,2
3377.0,3486.0,2
3374.0,3495.0,2
3382.0,3493.0,2
3388.0,3510.0,2
3385.0,3494.0,2
3396.0,3484.0,2
3387.0,3492.0,2
3391.0,3509.0,2
3392.0,3502.0,2
3396.0,3496.0,2
3389.0,3501.0,2
3417.0,3493.0,2
3395.0,3510.0,2
3427.0,3490.0,2
3400.0,3497.0,2
3402.0,3523.0,2
3427.0,3507.0,2
3445.0,3525.0,2
3407.0,3496.0,2
3396.0,3474.0,2
3399.0,3493.0,2
3425.0,3497.0,2
3426.0,3501.0,2
3423.0,3501.0,2
3423.0,3498.0,2
3425.0,3498.0,2
3421.0,3500.0,2
3436.0,3499.0,2
3428.0,3497.0,2
3427.0,3500.0,2
3427.0,3507.0,2
3425.0,3497.0,2
3430.0,3501.0,2
3432.0,3497.0,2
3423.0,3483.0,2
3423.0,3500.0,2
3441.0,3497.0,2
3432.0,3499.0,2
3428.0,3493.0,2
3422.0,3495.0,2
3429.0,3498.0,2
3422.0,3498.0,2
3434.0,3496.0,2
3435.0,3511.0,2
3405.0,3501.0,2
3428.0,3507.0,2
3434.0,3498.0,2
3431.0,3502.0,2
3424.0,3497.0,2
3427.0,3508.0,2
3422.0,3494.0,2
3435.0,3491.0,2
3432.0,3497.0,2
3439.0,3494.0,2
3428.0,3499.0,2
3433.0,3496.0,2
3426.0,3494.0,2
3442.0,3504.0,2
3446.0,3495.0,2
3444.0,3503.0,2
3440.0,3496.0,2
3450.0,3499.0,2
3474.0,3506.0,2
3477.0,3511.0,2
3455.0,3526.0,2
3467.0,3525.0,2
3458.0,3537.0,2
3502.0,3538.0,2
3490.0,3535.0,2
3491.0,3539.0,2
3500.0,3543.0,2
3503.0,3542.0,2
3504.0,3533.0,2
3502.0,3543.0,2
3505.0,3540.0,2
3508.0,3540.0,2
3503.0,3544.0,2
3494.0,3549.0,2
3498.0,3544.0,2
3506.0,3551.0,2
3505.0,3549.0,2
3492.0,3549.0,2
3498.0,3544.0,2
3503.0,3543.0,2
3500.0,3528.0,2
3497.0,3541.0,2
3496.0,3551.0,2
3508.0,3545.0,2
3517.0,3542.0,2
3489.0,3547.0,2
3490.0,3564.0,2
3490.0,3538.0,2
3467.0,3532.0,2
3495.0,3529.0,2
3488.0,3533.0,2
3477.0,3527.0,2
3475.0,3532.0,2
3475.0,3527.0,2
3456.0,3528.0,2
3472.0,3529.0,2
3433.0,3517.0,2
3490.0,3525.0,2
3493.0,3544.0,2
3472.0,3519.0,2
3455.0,3519.0,2
3473.0,3526.0,2
3457.0,3537.0,2
3465.0,3528.0,2
3460.0,3527.0,2
3486.0,3533.0,2
3459.0,3521.0,2
3469.0,3528.0,2
3461.0,3539.0,2
3453.0,3540.0,2
3466.0,3541.0,2
3461.0,3538.0,2
3459.0,3535.0,2
3464.0,3538.0,2
3468.0,3536.0,2
3461.0,3541.0,2
3457.0,3539.0,2
3460.0,3538.0,2
3438.0,3539.0,2
3425.0,3539.0,2
3425.0,3539.0,2
3437.0,3544.0,2
3431.0,3539.0,2
3432.0,3549.0,2
3426.0,3536.0,2
3427.0,3535.0,2
3426.0,3531.0,2
3363.0,3544.0,2
3422.0,3534.0,2
3405.0,3542.0,2
3399.0,3541.0,2
3391.0,3534.0,2
3368.0,3546.0,2
3391.0,3542.0,2
3393.0,3551.0,2
3367.0,3526.0,2
3369.0,3538.0,2
3367.0,3518.0,2
3342.0,3529.0,2
3349.0,3519.0,2
3343.0,3517.0,2
3346.0,3526.0,2
3337.0,3516.0,2
3332.0,3518.0,2
3322.0,3512.0,2
3302.0,3521.0,2
3288.0,3506.0,2
3280.0,3509.0,2
3252.0,3528.0,2
3238.0,3514.0,2
3205.0,3513.0,2
3202.0,3489.0,2
3191.0,3494.0,2
3187.0,3518.0,2
3155.0,3508.0,2
3149.0,3503.0,2
3136.0,3502.0,2
3123.0,3494.0,2
3094.0,3488.0,2
3063.0,3491.0,2
3046.0,3483.0,2
3047.0,3481.0,2
3044.0,3492.0,2
3046.0,3490.0,2
3051.0,3484.0,2
3041.0,3483.0,2
3031.0,3491.0,2
3001.0,3493.0,2
2977.0,3496.0,2
2933.0,3482.0,2
2921.0,3491.0,2
2925.0,3502.0,2
2948.0,3493.0,2
3028.0,3517.0,2
3046.0,3527.0,2
3102.0,3538.0,2
3143.0,3538.0,2
3153.0,3554.0,2
3182.0,3560.0,2
3186.0,3549.0,2
3178.0,3553.0,2
3177.0,3570.0,2
3198.0,3578.0,2
3207.0,3562.0,2
3202.0,3586.0,2
3205.0,3588.0,2
3200.0,3585.0,2
3201.0,3597.0,2
3179.0,3585.0,2
3188.0,3556.0,2
3219.0,3589.0,2
3221.0,3602.0,2
3208.0,3585.0,2
3189.0,3574.0,2
3192.0,3579.0,2
3159.0,3575.0,2
3107.0,3565.0,2
3078.0,3557.0,2
3085.0,3545.0,2
3102.0,3550.0,2
3112.0,3551.0,2
3101.0,3543.0,2
3109.0,3542.0,2
3082.0,3544.0,2
3072.0,3530.0,2
3078.0,3528.0,2
3073.0,3519.0,2
3017.0,3499.0,2
2981.0,3500.0,2
2950.0,3496.0,2
2972.0,3487.0,2
2952.0,3496.0,2
2982.0,3491.0,2
2993.0,3493.0,2
2991.0,3494.0,2
2987.0,3476.0,2
2973.0,3474.0,2
2976.0,3475.0,2
2973.0,3478.0,2
2982.0,3479.0,2
2962.0,3471.0,2
2964.0,3479.0,2
2961.0,3476.0,2
2955.0,3480.0,2
2975.0,3484.0,2
2958.0,3485.0,2
2971.0,3487.0,2
2985.0,3488.0,2
2997.0,3489.0,2
2980.0,3494.0,2
2934.0,3491.0,2
2943.0,3497.0,2
2929.0,3496.0,2
2916.0,3502.0,2
2879.0,3502.0,2
2853.0,3485.0,2
2898.0,3472.0,2
2909.0,3476.0,2
2930.0,3484.0,2
2932.0,3487.0,2
2952.0,3494.0,2
2979.0,3493.0,2
2984.0,3498.0,2
3008.0,3497.0,2
3000.0,3508.0,2
2987.0,3480.0,2
2991.0,3497.0,2
2983.0,3495.0,2
2967.0,3492.0,2
2980.0,3505.0,2
2996.0,3520.0,2
3000.0,3515.0,2
2998.0,3525.0,2
3037.0,3525.0,2
3051.0,3526.0,2
3059.0,3526.0,2
3059.0,3506.0,2
3077.0,3515.0,2
3086.0,3521.0,2
3094.0,3511.0,2
3108.0,3516.0,2
3090.0,3520.0,2
3102.0,3528.0,2
3102.0,3532.0,2
3115.0,3546.0,2
3119.0,3540.0,2
3126.0,3543.0,2
3122.0,3533.0,2
3113.0,3533.0,2
3124.0,3533.0,2
3093.0,3541.0,2
3074.0,3534.0,2
3041.0,3542.0,2
3046.0,3551.0,2
3020.0,3529.0,2
3003.0,3538.0,2
3018.0,3535.0,2
3017.0,3535.0,2
3017.0,3548.0,2
3007.0,3540.0,2
2985.0,3547.0,2
2995.0,3527.0,2
2994.0,3533.0,2
3003.0,3512.0,2
3018.0,3530.0,2
3052.0,3521.0,2
3065.0,3532.0,2
3068.0,3526.0,2
3082.0,3534.0,2
3093.0,3545.0,2
3099.0,3539.0,2
3125.0,3537.0,2
3136.0,3532.0,2
3133.0,3534.0,2
3128.0,3527.0,2
3132.0,3524.0,2
3126.0,3511.0,2
3110.0,3529.0,2
3123.0,3527.0,2
3147.0,3523.0,2
3156.0,3533.0,2
3169.0,3537.0,2
3172.0,3542.0,2
3168.0,3539.0,2
3159.0,3541.0,2
3157.0,3524.0,2
3179.0,3542.0,2
3180.0,3545.0,2
3186.0,3541.0,2
3193.0,3546.0,2
3211.0,3541.0,2
3205.0,3537.0,2
3200.0,3543.0,2
3206.0,3554.0,2
3191.0,3548.0,2
3207.0,3561.0,2
3210.0,3554.0,2
3185.0,3560.0,2
3188.0,3550.0,2
3182.0,3558.0,2
3169.0,3552.0,2
3169.0,3561.0,2
