capteur_1,capteur_2,classe
26.0,23.0,0
49.0,30.0,0
29.0,22.0,0
43.0,27.0,0
34.0,28.0,0
106.0,50.0,0
9.0,27.0,0
96.0,56.0,0
13.0,37.0,0
1.0,12.0,0
3.0,25.0,0
31.0,16.0,0
41.0,30.0,0
24.0,26.0,0
39.0,29.0,0
37.0,27.0,0
31.0,24.0,0
62.0,30.0,0
14.0,29.0,0
22.0,31.0,0
39.0,34.0,0
24.0,30.0,0
60.0,29.0,0
21.0,37.0,0
19.0,17.0,0
55.0,32.0,0
32.0,24.0,0
25.0,26.0,0
17.0,33.0,0
26.0,30.0,0
22.0,29.0,0
23.0,30.0,0
25.0,34.0,0
22.0,31.0,0
18.0,28.0,0
27.0,28.0,0
16.0,26.0,0
60.0,19.0,0
9.0,28.0,0
28.0,29.0,0
49.0,16.0,0
44.0,32.0,0
37.0,26.0,0
32.0,25.0,0
41.0,43.0,0
29.0,27.0,0
59.0,20.0,0
33.0,28.0,0
40.0,24.0,0
72.0,29.0,0
63.0,20.0,0
50.0,33.0,0
63.0,29.0,0
19.0,34.0,0
35.0,26.0,0
36.0,28.0,0
4.0,30.0,0
30.0,24.0,0
58.0,34.0,0
10.0,23.0,0
19.0,25.0,0
16.0,32.0,0
28.0,27.0,0
49.0,30.0,0
21.0,35.0,0
30.0,30.0,0
19.0,23.0,0
49.0,32.0,0
34.0,33.0,0
28.0,27.0,0
35.0,29.0,0
14.0,28.0,0
50.0,34.0,0
51.0,29.0,0
26.0,18.0,0
25.0,24.0,0
61.0,28.0,0
19.0,24.0,0
47.0,25.0,0
22.0,22.0,0
105.0,35.0,0
34.0,33.0,0
22.0,35.0,0
29.0,29.0,0
59.0,26.0,0
13.0,25.0,0
49.0,31.0,0
26.0,29.0,0
10.0,22.0,0
13.0,27.0,0
75.0,27.0,0
15.0,32.0,0
54.0,27.0,0
3.0,34.0,0
139.0,61.0,0
36.0,40.0,0
9.0,24.0,0
58.0,25.0,0
9.0,32.0,0
64.0,31.0,0
50.0,30.0,0
12.0,30.0,0
29.0,30.0,0
26.0,24.0,0
36.0,31.0,0
19.0,29.0,0
44.0,31.0,0
31.0,29.0,0
31.0,29.0,0
10.0,25.0,0
18.0,31.0,0
4.0,37.0,0
31.0,32.0,0
14.0,54.0,0
27.0,22.0,0
27.0,33.0,0
65.0,28.0,0
12.0,28.0,0
30.0,27.0,0
33.0,28.0,0
34.0,26.0,0
21.0,27.0,0
8.0,23.0,0
44.0,27.0,0
36.0,35.0,0
11.0,28.0,0
45.0,25.0,0
31.0,36.0,0
24.0,31.0,0
46.0,39.0,0
26.0,29.0,0
62.0,18.0,0
11.0,26.0,0
34.0,20.0,0
14.0,27.0,0
34.0,33.0,0
25.0,31.0,0
20.0,31.0,0
27.0,27.0,0
9.0,24.0,0
46.0,27.0,0
19.0,24.0,0
31.0,25.0,0
12.0,29.0,0
22.0,30.0,0
47.0,25.0,0
28.0,30.0,0
33.0,23.0,0
39.0,26.0,0
39.0,31.0,0
6.0,33.0,0
21.0,32.0,0
59.0,27.0,0
23.0,29.0,0
22.0,28.0,0
41.0,29.0,0
19.0,29.0,0
56.0,20.0,0
15.0,28.0,0
46.0,18.0,0
18.0,26.0,0
31.0,28.0,0
20.0,32.0,0
94.0,29.0,0
21.0,22.0,0
53.0,31.0,0
23.0,28.0,0
62.0,28.0,0
20.0,42.0,0
17.0,18.0,0
7.0,26.0,0
32.0,22.0,0
22.0,30.0,0
15.0,33.0,0
8.0,24.0,0
41.0,30.0,0
16.0,21.0,0
75.0,22.0,0
16.0,29.0,0
45.0,20.0,0
35.0,24.0,0
41.0,24.0,0
4.0,31.0,0
38.0,17.0,0
5.0,35.0,0
32.0,23.0,0
33.0,27.0,0
46.0,26.0,0
48.0,26.0,0
76.0,30.0,0
18.0,30.0,0
25.0,28.0,0
5.0,29.0,0
37.0,28.0,0
11.0,25.0,0
40.0,27.0,0
21.0,33.0,0
42.0,35.0,0
14.0,24.0,0
44.0,28.0,0
10.0,30.0,0
23.0,31.0,0
25.0,31.0,0
21.0,27.0,0
17.0,27.0,0
33.0,31.0,0
24.0,27.0,0
32.0,32.0,0
29.0,34.0,0
43.0,24.0,0
26.0,24.0,0
12.0,23.0,0
38.0,19.0,0
30.0,29.0,0
20.0,26.0,0
20.0,38.0,0
49.0,22.0,0
20.0,29.0,0
49.0,29.0,0
2.0,27.0,0
47.0,23.0,0
86.0,28.0,0
43.0,36.0,0
30.0,34.0,0
34.0,24.0,0
43.0,27.0,0
70.0,28.0,0
12.0,28.0,0
24.0,27.0,0
31.0,36.0,0
67.0,36.0,0
7.0,28.0,0
24.0,30.0,0
28.0,27.0,0
47.0,34.0,0
26.0,27.0,0
36.0,27.0,0
18.0,26.0,0
66.0,22.0,0
50.0,36.0,0
24.0,32.0,0
48.0,29.0,0
57.0,32.0,0
13.0,29.0,0
34.0,35.0,0
30.0,25.0,0
62.0,21.0,0
40.0,28.0,0
38.0,37.0,0
19.0,29.0,0
8.0,27.0,0
34.0,23.0,0
73.0,25.0,0
27.0,23.0,0
69.0,32.0,0
11.0,29.0,0
8.0,14.0,0
19.0,27.0,0
35.0,23.0,0
36.0,30.0,0
33.0,35.0,0
56.0,27.0,0
41.0,30.0,0
12.0,29.0,0
46.0,38.0,0
23.0,31.0,0
50.0,37.0,0
11.0,20.0,0
6.0,18.0,0
7.0,33.0,0
145.0,57.0,0
28.0,29.0,0
85.0,58.0,0
47.0,40.0,0
1.0,35.0,0
37.0,26.0,0
27.0,30.0,0
18.0,27.0,0
26.0,29.0,0
27.0,32.0,0
39.0,37.0,0
32.0,34.0,0
24.0,32.0,0
20.0,31.0,0
89.0,22.0,0
7.0,32.0,0
11.0,25.0,0
25.0,28.0,0
12.0,30.0,0
29.0,26.0,0
36.0,25.0,0
37.0,32.0,0
20.0,36.0,0
17.0,26.0,0
23.0,33.0,0
35.0,32.0,0
30.0,45.0,0
10.0,26.0,0
17.0,31.0,0
21.0,28.0,0
29.0,28.0,0
42.0,29.0,0
14.0,27.0,0
22.0,30.0,0
29.0,31.0,0
65.0,25.0,0
19.0,27.0,0
65.0,24.0,0
24.0,33.0,0
51.0,26.0,0
27.0,35.0,0
38.0,28.0,0
40.0,23.0,0
28.0,22.0,0
23.0,24.0,0
44.0,27.0,0
17.0,33.0,0
19.0,38.0,0
24.0,34.0,0
49.0,33.0,0
9.0,35.0,0
34.0,27.0,0
45.0,28.0,0
27.0,27.0,0
10.0,31.0,0
81.0,33.0,0
23.0,14.0,0
27.0,29.0,0
44.0,57.0,0
16.0,64.0,0
15.0,28.0,0
54.0,142.0,0
25.0,118.0,0
41.0,131.0,0
17.0,79.0,0
7.0,67.0,0
22.0,131.0,0
41.0,182.0,0
50.0,179.0,0
35.0,194.0,0
29.0,171.0,0
25.0,185.0,0
21.0,194.0,0
40.0,189.0,0
16.0,174.0,0
28.0,171.0,0
36.0,90.0,0
13.0,124.0,0
9.0,163.0,0
17.0,162.0,0
45.0,189.0,0
30.0,186.0,0
13.0,175.0,0
76.0,194.0,0
16.0,185.0,0
113.0,199.0,0
60.0,170.0,0
42.0,170.0,0
29.0,189.0,0
9.0,159.0,0
26.0,177.0,0
52.0,172.0,0
27.0,187.0,0
48.0,185.0,0
4.0,191.0,0
32.0,186.0,0
20.0,189.0,0
61.0,204.0,0
29.0,177.0,0
23.0,195.0,0
35.0,160.0,0
10.0,176.0,0
21.0,186.0,0
56.0,187.0,0
44.0,189.0,0
27.0,164.0,0
36.0,218.0,0
41.0,192.0,0
52.0,168.0,0
18.0,133.0,0
18.0,41.0,0
9.0,77.0,0
27.0,25.0,0
24.0,23.0,0
33.0,27.0,0
36.0,33.0,0
16.0,28.0,0
33.0,30.0,0
20.0,29.0,0
10.0,25.0,0
35.0,28.0,0
29.0,30.0,0
18.0,36.0,0
18.0,34.0,0
3.0,37.0,0
28.0,29.0,0
27.0,21.0,0
42.0,21.0,0
48.0,30.0,0
42.0,27.0,0
8.0,32.0,0
17.0,33.0,0
15.0,37.0,0
27.0,26.0,0
34.0,26.0,0
24.0,29.0,0
61.0,30.0,0
47.0,27.0,0
70.0,39.0,0
41.0,28.0,0
4.0,32.0,0
37.0,27.0,0
28.0,27.0,0
25.0,28.0,0
12.0,30.0,0
43.0,24.0,0
12.0,25.0,0
54.0,29.0,0
25.0,32.0,0
14.0,15.0,0
30.0,33.0,0
46.0,27.0,0
65.0,32.0,0
33.0,27.0,0
38.0,26.0,0
13.0,26.0,0
5.0,32.0,0
20.0,22.0,0
46.0,32.0,0
11.0,19.0,0
21.0,35.0,0
53.0,30.0,0
8.0,36.0,0
7.0,25.0,0
23.0,33.0,0
17.0,28.0,0
33.0,26.0,0
30.0,28.0,0
88.0,16.0,0
3.0,32.0,0
29.0,26.0,0
60.0,31.0,0
53.0,28.0,0
15.0,23.0,0
59.0,38.0,0
34.0,29.0,0
160.0,53.0,0
37.0,29.0,0
60.0,36.0,0
3.0,16.0,0
59.0,13.0,0
15.0,39.0,0
10.0,35.0,0
38.0,32.0,0
46.0,30.0,0
26.0,26.0,0
21.0,23.0,0
26.0,31.0,0
15.0,27.0,0
18.0,28.0,0
49.0,32.0,0
22.0,27.0,0
27.0,30.0,0
48.0,24.0,0
28.0,28.0,0
35.0,25.0,0
40.0,25.0,0
26.0,31.0,0
19.0,28.0,0
46.0,27.0,0
20.0,33.0,0
3.0,25.0,0
24.0,27.0,0
2.0,27.0,0
37.0,27.0,0
15.0,28.0,0
20.0,32.0,0
36.0,24.0,0
9.0,25.0,0
30.0,27.0,0
22.0,26.0,0
25.0,28.0,0
36.0,27.0,0
52.0,48.0,0
33.0,32.0,0
21.0,24.0,0
27.0,28.0,0
10.0,32.0,0
49.0,23.0,0
48.0,29.0,0
3.0,27.0,0
10.0,26.0,0
1.0,29.0,0
43.0,30.0,0
15.0,34.0,0
35.0,26.0,0
20.0,22.0,0
55.0,22.0,0
23.0,29.0,0
25.0,24.0,0
41.0,26.0,0
10.0,24.0,0
39.0,24.0,0
42.0,29.0,0
8.0,20.0,0
36.0,22.0,0
33.0,26.0,0
33.0,35.0,0
23.0,30.0,0
81.0,30.0,0
14.0,25.0,0
47.0,26.0,0
54.0,27.0,0
14.0,20.0,0
66.0,28.0,0
27.0,28.0,0
44.0,28.0,0
5.0,24.0,0
17.0,26.0,0
16.0,36.0,0
9.0,28.0,0
40.0,26.0,0
9.0,34.0,0
105.0,32.0,0
7.0,29.0,0
46.0,36.0,0
30.0,33.0,0
22.0,29.0,0
36.0,30.0,0
19.0,24.0,0
41.0,33.0,0
45.0,21.0,0
11.0,48.0,0
13.0,24.0,0
28.0,33.0,0
109.0,117.0,0
29.0,157.0,0
78.0,141.0,0
4.0,160.0,0
20.0,200.0,0
13.0,178.0,0
20.0,189.0,0
21.0,206.0,0
36.0,195.0,0
15.0,197.0,0
26.0,228.0,0
46.0,262.0,0
38.0,274.0,0
18.0,288.0,0
44.0,291.0,0
1.0,261.0,0
31.0,275.0,0
42.0,306.0,0
3.0,346.0,0
41.0,376.0,0
33.0,404.0,0
38.0,429.0,0
42.0,468.0,0
8.0,403.0,0
35.0,436.0,0
30.0,442.0,0
30.0,473.0,0
15.0,487.0,0
26.0,505.0,0
19.0,539.0,0
8.0,541.0,0
25.0,611.0,0
19.0,585.0,0
19.0,588.0,0
29.0,581.0,0
15.0,609.0,0
28.0,623.0,0
22.0,634.0,0
25.0,639.0,0
47.0,659.0,0
56.0,623.0,0
47.0,613.0,0
34.0,638.0,0
28.0,635.0,0
13.0,635.0,0
30.0,636.0,0
32.0,646.0,0
29.0,632.0,0
36.0,664.0,0
38.0,661.0,0
31.0,665.0,0
43.0,671.0,0
21.0,672.0,0
17.0,653.0,0
44.0,672.0,0
16.0,673.0,0
19.0,682.0,0
63.0,696.0,0
17.0,691.0,0
55.0,705.0,0
20.0,721.0,0
17.0,696.0,0
24.0,727.0,0
40.0,723.0,0
70.0,722.0,0
56.0,718.0,0
22.0,722.0,0
9.0,717.0,0
19.0,729.0,0
76.0,723.0,0
28.0,708.0,0
28.0,710.0,0
38.0,719.0,0
29.0,698.0,0
23.0,721.0,0
72.0,738.0,0
9.0,748.0,0
9.0,742.0,0
13.0,750.0,0
53.0,726.0,0
14.0,738.0,0
2.0,743.0,0
33.0,731.0,0
44.0,721.0,0
16.0,712.0,0
56.0,724.0,0
21.0,709.0,0
113.0,718.0,0
16.0,728.0,0
18.0,766.0,0
32.0,764.0,0
1.0,756.0,0
16.0,783.0,0
37.0,788.0,0
14.0,800.0,0
19.0,801.0,0
34.0,797.0,0
43.0,800.0,0
22.0,804.0,0
43.0,794.0,0
39.0,803.0,0
30.0,813.0,0
22.0,812.0,0
31.0,795.0,0
14.0,798.0,0
45.0,800.0,0
17.0,797.0,0
24.0,804.0,0
20.0,792.0,0
38.0,794.0,0
55.0,796.0,0
23.0,796.0,0
26.0,788.0,0
14.0,793.0,0
19.0,793.0,0
31.0,791.0,0
2.0,790.0,0
49.0,800.0,0
51.0,807.0,0
40.0,801.0,0
21.0,800.0,0
12.0,806.0,0
26.0,807.0,0
23.0,806.0,0
12.0,802.0,0
25.0,806.0,0
35.0,792.0,0
5.0,795.0,0
3.0,797.0,0
37.0,808.0,0
30.0,813.0,0
41.0,810.0,0
49.0,825.0,0
27.0,797.0,0
10.0,810.0,0
25.0,803.0,0
52.0,812.0,0
15.0,807.0,0
37.0,790.0,0
52.0,801.0,0
11.0,803.0,0
24.0,805.0,0
26.0,795.0,0
40.0,793.0,0
38.0,809.0,0
20.0,799.0,0
19.0,799.0,0
47.0,799.0,0
18.0,788.0,0
38.0,799.0,0
13.0,797.0,0
20.0,805.0,0
26.0,784.0,0
9.0,788.0,0
57.0,789.0,0
46.0,795.0,0
32.0,793.0,0
22.0,808.0,0
44.0,816.0,0
22.0,796.0,0
52.0,797.0,0
23.0,808.0,0
33.0,819.0,0
29.0,798.0,0
57.0,801.0,0
58.0,805.0,0
51.0,789.0,0
8.0,803.0,0
40.0,811.0,0
53.0,808.0,0
26.0,817.0,0
7.0,827.0,0
42.0,807.0,0
7.0,816.0,0
1.0,803.0,0
7.0,819.0,0
24.0,811.0,0
7.0,801.0,0
2.0,805.0,0
18.0,787.0,0
91.0,816.0,0
45.0,797.0,0
74.0,805.0,0
44.0,789.0,0
35.0,778.0,0
16.0,804.0,0
54.0,801.0,0
12.0,813.0,0
77.0,809.0,0
36.0,799.0,0
24.0,799.0,0
15.0,783.0,0
27.0,784.0,0
20.0,791.0,0
49.0,783.0,0
8.0,767.0,0
37.0,762.0,0
23.0,774.0,0
15.0,790.0,0
19.0,789.0,0
25.0,794.0,0
24.0,784.0,0
15.0,773.0,0
41.0,748.0,0
17.0,731.0,0
32.0,735.0,0
23.0,742.0,0
38.0,731.0,0
22.0,738.0,0
6.0,737.0,0
58.0,728.0,0
25.0,733.0,0
31.0,740.0,0
9.0,735.0,0
35.0,735.0,0
19.0,754.0,0
76.0,738.0,0
13.0,749.0,0
38.0,732.0,0
8.0,737.0,0
27.0,728.0,0
18.0,727.0,0
26.0,741.0,0
85.0,768.0,0
21.0,759.0,0
18.0,756.0,0
30.0,761.0,0
66.0,764.0,0
40.0,738.0,0
78.0,754.0,0
22.0,762.0,0
47.0,751.0,0
49.0,771.0,0
19.0,768.0,0
31.0,763.0,0
96.0,779.0,0
44.0,765.0,0
5.0,760.0,0
72.0,766.0,0
26.0,767.0,0
19.0,764.0,0
54.0,784.0,0
23.0,758.0,0
14.0,775.0,0
28.0,772.0,0
5.0,768.0,0
28.0,764.0,0
35.0,758.0,0
22.0,759.0,0
88.0,766.0,0
26.0,768.0,0
49.0,752.0,0
23.0,760.0,0
24.0,759.0,0
5.0,771.0,0
78.0,769.0,0
34.0,768.0,0
27.0,762.0,0
22.0,762.0,0
28.0,768.0,0
30.0,768.0,0
27.0,772.0,0
41.0,764.0,0
6.0,761.0,0
14.0,771.0,0
34.0,764.0,0
29.0,773.0,0
30.0,760.0,0
5.0,795.0,0
89.0,803.0,0
11.0,800.0,0
5.0,814.0,0
33.0,813.0,0
29.0,806.0,0
13.0,806.0,0
33.0,817.0,0
42.0,814.0,0
41.0,808.0,0
52.0,815.0,0
25.0,806.0,0
30.0,801.0,0
46.0,803.0,0
14.0,796.0,0
52.0,791.0,0
37.0,792.0,0
63.0,795.0,0
32.0,794.0,0
25.0,789.0,0
35.0,795.0,0
43.0,807.0,0
2.0,811.0,0
18.0,809.0,0
34.0,823.0,0
16.0,822.0,0
17.0,814.0,0
34.0,812.0,0
34.0,819.0,0
1.0,810.0,0
14.0,819.0,0
12.0,815.0,0
17.0,816.0,0
19.0,821.0,0
36.0,819.0,0
9.0,812.0,0
73.0,812.0,0
29.0,831.0,0
14.0,816.0,0
34.0,809.0,0
49.0,789.0,0
56.0,814.0,0
48.0,824.0,0
17.0,801.0,0
38.0,801.0,0
26.0,811.0,0
21.0,804.0,0
31.0,801.0,0
60.0,801.0,0
20.0,796.0,0
41.0,806.0,0
40.0,789.0,0
21.0,769.0,0
33.0,771.0,0
8.0,792.0,0
23.0,784.0,0
13.0,806.0,0
9.0,813.0,0
56.0,806.0,0
14.0,831.0,0
17.0,836.0,0
18.0,854.0,0
43.0,848.0,0
13.0,846.0,0
73.0,855.0,0
31.0,839.0,0
7.0,842.0,0
42.0,822.0,0
50.0,812.0,0
3.0,809.0,0
38.0,801.0,0
18.0,817.0,0
31.0,819.0,0
47.0,808.0,0
65.0,814.0,0
25.0,817.0,0
33.0,824.0,0
42.0,815.0,0
39.0,810.0,0
21.0,818.0,0
24.0,812.0,0
30.0,819.0,0
115.0,838.0,0
46.0,819.0,0
40.0,805.0,0
44.0,827.0,0
51.0,811.0,0
58.0,808.0,0
10.0,805.0,0
23.0,818.0,0
23.0,808.0,0
16.0,810.0,0
19.0,825.0,0
21.0,818.0,0
24.0,810.0,0
7.0,822.0,0
24.0,824.0,0
26.0,817.0,0
12.0,823.0,0
34.0,832.0,0
16.0,821.0,0
24.0,832.0,0
19.0,831.0,0
9.0,810.0,0
33.0,790.0,0
35.0,822.0,0
19.0,828.0,0
9.0,830.0,0
28.0,819.0,0
23.0,803.0,0
21.0,813.0,0
17.0,806.0,0
11.0,761.0,0
26.0,759.0,0
35.0,764.0,0
26.0,763.0,0
36.0,786.0,0
24.0,772.0,0
28.0,781.0,0
36.0,785.0,0
5.0,790.0,0
35.0,798.0,0
28.0,778.0,0
16.0,786.0,0
13.0,776.0,0
56.0,795.0,0
35.0,789.0,0
32.0,821.0,0
37.0,818.0,0
39.0,813.0,0
15.0,809.0,0
22.0,794.0,0
28.0,798.0,0
11.0,779.0,0
41.0,795.0,0
51.0,796.0,0
23.0,805.0,0
25.0,798.0,0
16.0,788.0,0
3.0,810.0,0
22.0,810.0,0
15.0,800.0,0
4.0,800.0,0
44.0,797.0,0
14.0,800.0,0
19.0,802.0,0
15.0,808.0,0
34.0,807.0,0
17.0,800.0,0
22.0,808.0,0
16.0,795.0,0
26.0,780.0,0
30.0,764.0,0
25.0,779.0,0
33.0,777.0,0
34.0,754.0,0
28.0,765.0,0
8.0,766.0,0
8.0,765.0,0
30.0,772.0,0
14.0,781.0,0
4.0,767.0,0
26.0,757.0,0
33.0,734.0,0
15.0,748.0,0
47.0,745.0,0
18.0,746.0,0
23.0,760.0,0
24.0,773.0,0
86.0,798.0,0
62.0,767.0,0
134.0,777.0,0
4.0,740.0,0
74.0,711.0,0
23.0,696.0,0
19.0,682.0,0
123.0,624.0,0
1.0,640.0,0
23.0,604.0,0
20.0,570.0,0
16.0,547.0,0
13.0,577.0,0
14.0,551.0,0
50.0,549.0,0
16.0,562.0,0
38.0,571.0,0
30.0,545.0,0
12.0,543.0,0
47.0,526.0,0
40.0,537.0,0
23.0,537.0,0
18.0,551.0,0
14.0,507.0,0
30.0,511.0,0
39.0,602.0,0
19.0,608.0,0
40.0,588.0,0
35.0,610.0,0
7.0,585.0,0
14.0,583.0,0
23.0,618.0,0
6.0,579.0,0
51.0,585.0,0
21.0,610.0,0
9.0,607.0,0
47.0,614.0,0
12.0,616.0,0
37.0,618.0,0
23.0,628.0,0
5.0,619.0,0
47.0,667.0,0
19.0,678.0,0
18.0,676.0,0
34.0,672.0,0
39.0,679.0,0
15.0,693.0,0
31.0,695.0,0
28.0,715.0,0
16.0,694.0,0
4.0,729.0,0
59.0,720.0,0
18.0,715.0,0
24.0,700.0,0
44.0,698.0,0
37.0,699.0,0
27.0,702.0,0
38.0,714.0,0
10.0,709.0,0
31.0,612.0,0
14.0,593.0,0
36.0,580.0,0
6.0,561.0,0
28.0,595.0,0
17.0,582.0,0
26.0,628.0,0
25.0,588.0,0
31.0,600.0,0
40.0,586.0,0
11.0,588.0,0
39.0,597.0,0
15.0,638.0,0
6.0,633.0,0
70.0,594.0,0
47.0,611.0,0
4.0,557.0,0
15.0,546.0,0
35.0,512.0,0
26.0,527.0,0
30.0,531.0,0
6.0,523.0,0
32.0,538.0,0
16.0,522.0,0
27.0,525.0,0
28.0,507.0,0
32.0,536.0,0
38.0,535.0,0
88.0,515.0,0
33.0,538.0,0
42.0,514.0,0
24.0,476.0,0
72.0,499.0,0
39.0,487.0,0
35.0,469.0,0
33.0,465.0,0
32.0,451.0,0
38.0,438.0,0
121.0,392.0,0
47.0,295.0,0
76.0,37.0,0
22.0,60.0,0
14.0,49.0,0
51.0,308.0,0
42.0,240.0,0
20.0,29.0,0
30.0,33.0,0
7.0,34.0,0
47.0,34.0,0
9.0,34.0,0
31.0,29.0,0
17.0,31.0,0
27.0,27.0,0
39.0,25.0,0
19.0,18.0,0
12.0,25.0,0
32.0,28.0,0
28.0,26.0,0
20.0,39.0,0
19.0,31.0,0
11.0,28.0,0
58.0,25.0,0
63.0,15.0,0
25.0,29.0,0
89.0,75.0,0
20.0,123.0,0
26.0,108.0,0
21.0,73.0,0
32.0,101.0,0
45.0,46.0,0
27.0,96.0,0
18.0,90.0,0
27.0,63.0,0
31.0,81.0,0
27.0,40.0,0
58.0,63.0,0
33.0,79.0,0
29.0,102.0,0
36.0,57.0,0
52.0,54.0,0
41.0,73.0,0
53.0,72.0,0
46.0,56.0,0
26.0,50.0,0
32.0,45.0,0
35.0,77.0,0
5.0,40.0,0
52.0,81.0,0
32.0,58.0,0
44.0,83.0,0
13.0,45.0,0
16.0,45.0,0
23.0,67.0,0
55.0,49.0,0
24.0,33.0,0
58.0,40.0,0
44.0,46.0,0
28.0,33.0,0
22.0,68.0,0
81.0,105.0,0
14.0,68.0,0
55.0,60.0,0
20.0,80.0,0
5.0,72.0,0
49.0,70.0,0
27.0,80.0,0
55.0,68.0,0
3.0,108.0,0
21.0,70.0,0
71.0,63.0,0
31.0,76.0,0
129.0,79.0,0
25.0,71.0,0
67.0,63.0,0
13.0,69.0,0
77.0,58.0,0
12.0,76.0,0
53.0,12.0,0
24.0,22.0,0
35.0,51.0,0
27.0,61.0,0
92.0,81.0,0
15.0,54.0,0
68.0,65.0,0
15.0,83.0,0
57.0,151.0,0
32.0,160.0,0
8.0,137.0,0
16.0,164.0,0
41.0,177.0,0
15.0,73.0,0
19.0,120.0,0
23.0,175.0,0
42.0,171.0,0
25.0,175.0,0
19.0,199.0,0
29.0,179.0,0
42.0,186.0,0
17.0,235.0,0
23.0,358.0,0
4.0,455.0,0
30.0,457.0,0
8.0,472.0,0
9.0,480.0,0
7.0,443.0,0
31.0,587.0,0
12.0,577.0,0
31.0,554.0,0
14.0,571.0,0
10.0,578.0,0
9.0,596.0,0
31.0,614.0,0
8.0,646.0,0
7.0,668.0,0
36.0,684.0,0
25.0,689.0,0
16.0,696.0,0
11.0,701.0,0
82.0,706.0,0
32.0,696.0,0
61.0,640.0,0
38.0,637.0,0
21.0,581.0,0
32.0,599.0,0
59.0,600.0,0
16.0,644.0,0
23.0,657.0,0
22.0,614.0,0
40.0,613.0,0
1.0,618.0,0
53.0,627.0,0
28.0,641.0,0
28.0,645.0,0
27.0,646.0,0
13.0,651.0,0
18.0,644.0,0
21.0,648.0,0
11.0,665.0,0
40.0,666.0,0
53.0,664.0,0
32.0,646.0,0
20.0,664.0,0
34.0,661.0,0
32.0,677.0,0
30.0,669.0,0
39.0,670.0,0
19.0,707.0,0
43.0,717.0,0
68.0,730.0,0
10.0,712.0,0
12.0,704.0,0
16.0,711.0,0
1.0,691.0,0
39.0,618.0,0
10.0,639.0,0
11.0,684.0,0
52.0,706.0,0
26.0,686.0,0
100.0,680.0,0
18.0,653.0,0
31.0,693.0,0
7.0,750.0,0
28.0,772.0,0
16.0,790.0,0
99.0,747.0,0
24.0,741.0,0
109.0,751.0,0
43.0,757.0,0
30.0,762.0,0
18.0,777.0,0
91.0,760.0,0
38.0,750.0,0
77.0,732.0,0
46.0,731.0,0
72.0,771.0,0
38.0,772.0,0
27.0,696.0,0
7.0,728.0,0
65.0,726.0,0
18.0,689.0,0
60.0,707.0,0
16.0,692.0,0
41.0,670.0,0
21.0,686.0,0
46.0,680.0,0
18.0,700.0,0
42.0,693.0,0
45.0,697.0,0
60.0,734.0,0
7.0,710.0,0
33.0,711.0,0
33.0,719.0,0
23.0,717.0,0
28.0,680.0,0
35.0,667.0,0
20.0,650.0,0
68.0,716.0,0
22.0,720.0,0
41.0,724.0,0
50.0,696.0,0
35.0,703.0,0
31.0,699.0,0
32.0,712.0,0
34.0,694.0,0
35.0,681.0,0
25.0,687.0,0
33.0,671.0,0
59.0,679.0,0
32.0,670.0,0
43.0,646.0,0
35.0,609.0,0
37.0,622.0,0
30.0,633.0,0
43.0,648.0,0
37.0,686.0,0
1.0,703.0,0
71.0,699.0,0
27.0,703.0,0
37.0,707.0,0
15.0,686.0,0
16.0,722.0,0
59.0,729.0,0
13.0,726.0,0
26.0,705.0,0
31.0,744.0,0
41.0,719.0,0
51.0,699.0,0
43.0,676.0,0
27.0,687.0,0
25.0,661.0,0
20.0,714.0,0
66.0,735.0,0
11.0,729.0,0
38.0,737.0,0
32.0,723.0,0
30.0,701.0,0
31.0,719.0,0
49.0,720.0,0
39.0,729.0,0
5.0,723.0,0
26.0,726.0,0
80.0,726.0,0
28.0,732.0,0
20.0,758.0,0
46.0,721.0,0
66.0,746.0,0
15.0,713.0,0
36.0,713.0,0
23.0,717.0,0
27.0,733.0,0
18.0,724.0,0
88.0,720.0,0
10.0,728.0,0
107.0,730.0,0
14.0,730.0,0
19.0,693.0,0
19.0,737.0,0
10.0,694.0,0
18.0,651.0,0
1.0,612.0,0
40.0,637.0,0
48.0,621.0,0
23.0,590.0,0
49.0,588.0,0
38.0,613.0,0
64.0,657.0,0
10.0,643.0,0
39.0,618.0,0
8.0,571.0,0
22.0,590.0,0
28.0,563.0,0
37.0,542.0,0
33.0,511.0,0
33.0,497.0,0
13.0,509.0,0
35.0,525.0,0
25.0,503.0,0
34.0,499.0,0
22.0,533.0,0
40.0,537.0,0
25.0,503.0,0
23.0,505.0,0
54.0,502.0,0
31.0,477.0,0
21.0,540.0,0
27.0,476.0,0
17.0,479.0,0
11.0,555.0,0
49.0,501.0,0
14.0,499.0,0
15.0,491.0,0
16.0,506.0,0
37.0,482.0,0
32.0,511.0,0
26.0,520.0,0
23.0,395.0,0
93.0,404.0,0
39.0,406.0,0
8.0,402.0,0
41.0,452.0,0
34.0,384.0,0
15.0,405.0,0
31.0,418.0,0
34.0,427.0,0
1.0,418.0,0
38.0,388.0,0
30.0,450.0,0
16.0,478.0,0
32.0,443.0,0
8.0,393.0,0
50.0,389.0,0
39.0,383.0,0
17.0,412.0,0
19.0,394.0,0
58.0,424.0,0
19.0,404.0,0
32.0,407.0,0
25.0,386.0,0
44.0,423.0,0
23.0,432.0,0
50.0,444.0,0
13.0,456.0,0
41.0,439.0,0
34.0,466.0,0
52.0,393.0,0
53.0,414.0,0
25.0,425.0,0
